province_region,NOC code,Occupational Group,2016,2017,2018,2019,2020,2021,2022,2023
Ontario,7372,"Drillers and blasters - surface mining, quarrying and construction",2,5,6,16,1,1,10,18
Ontario,7373,Water well drillers,0,0,2,0,0,1,0,0
Ontario,7381,Printing press operators,6,4,1,5,8,1,11,9
Ontario,7384,"Other trades and related occupations, n.e.c.",13,30,11,9,15,15,66,43
Ontario,7441,Residential and commercial installers and servicers,12,4,28,65,57,28,119,154
Ontario,7442,Waterworks and gas maintenance workers,0,0,0,0,0,0,0,1
Ontario,7444,Pest controllers and fumigators,0,0,0,0,0,0,1,1
Ontario,7445,Other repairers and servicers,4,9,6,11,1,3,8,12
Ontario,7452,Material handlers,0,0,0,6,1,5,172,124
Ontario,7511,Transport truck drivers,7,1,2,295,831,703,977,"1,533"
Ontario,7512,"Bus drivers, subway operators and other transit operators",3,2,1,0,0,1,10,26
Ontario,7513,Taxi and limousine drivers and chauffeurs,0,1,0,0,0,0,2,0
Ontario,7514,Delivery and courier service drivers,0,0,0,0,1,4,12,14
Ontario,7521,Heavy equipment operators (except crane),0,5,3,13,27,8,65,87
Ontario,7522,Public works maintenance equipment operators and related workers,0,0,0,7,0,2,10,5
Ontario,7531,Railway yard and track maintenance workers,0,0,0,3,0,0,0,1
Ontario,7532,Water transport deck and engine room crew,0,6,28,4,0,0,0,7
Ontario,7533,Boat and cable ferry operators and related occupations,0,0,0,0,0,1,0,0
Ontario,7534,Air transport ramp attendants,0,0,0,0,0,0,4,0
Ontario,7535,Other automotive mechanical installers and servicers,0,1,0,6,5,17,40,83
Ontario,7611,Construction trades helpers and labourers,0,28,9,36,83,100,806,"1,098"
Ontario,7612,Other trades helpers and labourers,0,0,3,1,7,7,27,150
Ontario,7621,Public works and maintenance labourers,0,0,0,0,0,0,20,9
Ontario,7622,Railway and motor transport labourers,0,0,0,1,11,1,0,5
Ontario,8211,"Supervisors, logging and forestry",0,0,0,0,0,0,0,2
Ontario,8231,Underground production and development miners,0,8,14,0,7,0,2,2
Ontario,8232,"Oil and gas well drillers, servicers, testers and related workers",3,1,0,0,0,0,0,0
Ontario,8241,Logging machinery operators,0,0,0,4,1,1,7,6
Ontario,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",96,156,239,270,371,410,561,449
Ontario,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",4,6,7,13,29,18,19,23
Ontario,8421,Chain saw and skidder operators,0,0,0,0,0,2,0,0
Ontario,8431,General farm workers,"12,548","18,282","17,760","16,430","15,766","24,985","27,114","30,986"
Ontario,8432,Nursery and greenhouse workers,"9,114","10,544","10,771","10,883","11,192","4,612","5,607","6,352"
Ontario,8611,Harvesting labourers,493,965,982,"1,076","1,163","1,279","1,233",756
Ontario,8612,Landscaping and grounds maintenance labourers,1,0,4,36,29,70,216,195
Ontario,9211,"Supervisors, mineral and metal processing",1,3,3,3,8,4,6,1
Ontario,9212,"Supervisors, petroleum, gas and chemical processing and utilities",2,0,0,3,0,0,1,1
Ontario,9213,"Supervisors, food, beverage and associated products processing",7,13,10,9,16,12,33,18
Ontario,9214,"Supervisors, plastic and rubber products manufacturing",3,1,5,5,8,5,13,14
Ontario,9215,"Supervisors, forest products processing",0,0,0,1,1,0,0,3
Ontario,9217,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",2,3,6,15,12,12,14,16
Ontario,9221,"Supervisors, motor vehicle assembling",0,0,0,1,1,1,0,2
Ontario,9222,"Supervisors, electronics manufacturing",1,0,0,0,1,0,3,4
Ontario,9223,"Supervisors, electrical products manufacturing",1,1,0,0,1,1,4,3
Ontario,9224,"Supervisors, furniture and fixtures manufacturing",2,9,3,2,1,2,5,6
Ontario,9226,"Supervisors, other mechanical and metal products manufacturing",0,2,0,4,7,2,5,3
Ontario,9227,"Supervisors, other products manufacturing and assembly",2,1,5,5,4,3,3,7
Ontario,9231,"Central control and process operators, mineral and metal processing",0,1,0,0,0,0,5,4
Ontario,9232,"Petroleum, gas and chemical process operators",0,1,0,0,0,1,0,0
Ontario,9241,Power engineers and power systems operators,0,1,0,0,2,1,0,1
Ontario,9243,Water and waste treatment plant operators,2,0,0,0,0,0,0,0
Ontario,9411,"Machine operators, mineral and metal processing",0,0,0,0,0,0,3,3
Ontario,9412,Foundry workers,0,0,0,2,2,0,6,4
Ontario,9413,Glass forming and finishing machine operators and glass cutters,0,1,0,0,0,0,5,1
Ontario,9414,"Concrete, clay and stone forming operators",0,1,3,0,18,3,47,19
Ontario,9415,"Inspectors and testers, mineral and metal processing",0,0,0,1,0,0,0,0
Ontario,9416,Metalworking and forging machine operators,2,4,0,0,0,12,57,33
Ontario,9417,Machining tool operators,0,4,0,0,4,2,11,36
Ontario,9418,Other metal products machine operators,0,1,0,0,0,0,5,9
Ontario,9421,Chemical plant machine operators,0,0,4,1,0,3,3,2
Ontario,9422,Plastics processing machine operators,0,1,0,6,2,2,48,87
Ontario,9423,Rubber processing machine operators and related workers,0,0,0,4,1,3,8,27
Ontario,9431,Sawmill machine operators,0,0,0,0,0,0,3,2
Ontario,9433,Papermaking and finishing machine operators,0,0,0,0,0,0,1,0
Ontario,9435,Paper converting machine operators,0,0,0,0,0,0,7,6
Ontario,9437,Woodworking machine operators,1,1,0,0,2,5,7,13
Ontario,9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",0,0,0,0,1,0,1,6
Ontario,9442,"Weavers, knitters and other fabric making occupations",0,0,0,3,0,0,6,0
Ontario,9445,"Fabric, fur and leather cutters",0,0,0,0,1,0,0,1
Ontario,9446,Industrial sewing machine operators,0,0,1,1,3,8,24,45
Ontario,9447,"Inspectors and graders, textile, fabric, fur and leather products manufacturing",0,0,0,0,0,0,1,10
Ontario,9461,"Process control and machine operators, food, beverage and associated products processing",1,0,7,3,2,17,133,104
Ontario,9462,"Industrial butchers and meat cutters, poultry preparers and related workers",0,40,74,33,59,127,222,156
Ontario,9463,Fish and seafood plant workers,0,0,0,0,0,0,0,3
Ontario,9465,"Testers and graders, food, beverage and associated products processing",0,0,0,0,0,0,0,4
Ontario,9471,Plateless printing equipment operators,0,0,0,0,0,1,0,3
Ontario,9472,"Camera, platemaking and other prepress occupations",0,0,0,0,0,0,0,1
Ontario,9473,Binding and finishing machine operators,1,0,0,1,0,0,3,8
Ontario,9521,Aircraft assemblers and aircraft assembly inspectors,0,12,0,0,0,0,0,0
Ontario,9522,"Motor vehicle assemblers, inspectors and testers",0,0,0,0,0,0,1,0
Ontario,9523,"Electronics assemblers, fabricators, inspectors and testers",0,0,0,1,0,0,2,6
Ontario,9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",0,0,0,0,0,0,1,5
Ontario,9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",0,0,0,1,1,0,0,5
Ontario,9526,Mechanical assemblers and inspectors,0,0,0,4,0,5,4,12
Ontario,9527,"Machine operators and inspectors, electrical apparatus manufacturing",0,0,0,0,0,0,6,0
Ontario,9531,Boat assemblers and inspectors,0,0,0,0,0,0,0,2
Ontario,9532,Furniture and fixture assemblers and inspectors,0,0,0,0,0,2,3,23
Ontario,9533,Other wood products assemblers and inspectors,0,0,7,0,8,0,24,56
Ontario,9534,Furniture finishers and refinishers,0,0,4,0,0,0,0,5
Ontario,9535,"Plastic products assemblers, finishers and inspectors",0,2,2,1,0,1,35,2
Ontario,9536,"Industrial painters, coaters and metal finishing process operators",1,1,4,1,0,1,8,26
Ontario,9537,"Other products assemblers, finishers and inspectors",0,0,0,100,1,1,12,43
Ontario,9611,Labourers in mineral and metal processing,0,0,0,0,1,0,0,2
Ontario,9612,Labourers in metal fabrication,0,0,0,1,1,8,34,39
Ontario,9613,Labourers in chemical products processing and utilities,0,0,0,0,0,0,0,2
Ontario,9614,"Labourers in wood, pulp and paper processing",0,0,0,0,6,14,34,49
Ontario,9615,Labourers in rubber and plastic products manufacturing,0,0,0,0,0,0,7,7
Ontario,9616,Labourers in textile processing,0,0,0,0,0,0,0,9
Ontario,9617,"Labourers in food, beverage and associated products processing",1,4,725,586,681,692,"1,215","1,052"
Ontario,9618,Labourers in fish and seafood processing,0,0,0,0,0,0,8,8
Ontario,9619,"Other labourers in processing, manufacturing and utilities",0,0,31,16,26,30,92,150
Manitoba,0013,"Senior managers - financial, communications and other business services",0,0,0,0,0,3,1,1
Manitoba,0014,"Senior managers - health, education, social and community services and membership organizations",0,0,0,0,0,1,1,2
Manitoba,0015,"Senior managers - trade, broadcasting and other services, n.e.c.",0,1,1,1,1,2,3,2
Manitoba,0016,"Senior managers - construction, transportation, production and utilities",1,0,0,4,1,0,0,4
Manitoba,0111,Financial managers,1,1,0,0,1,0,0,0
Manitoba,0112,Human resources managers,0,0,2,0,1,0,0,0
Manitoba,0113,Purchasing managers,0,0,0,0,0,0,1,0
Manitoba,0124,"Advertising, marketing and public relations managers",1,0,1,0,2,1,0,0
Manitoba,0125,Other business services managers,0,1,0,1,0,3,2,1
Manitoba,0211,Engineering managers,0,0,0,0,1,0,0,0
Manitoba,0212,Architecture and science managers,0,1,0,0,0,1,0,0
Manitoba,0213,Computer and information systems managers,0,1,4,3,2,1,5,2
Manitoba,0311,Managers in health care,0,1,0,0,0,0,0,0
Manitoba,0421,Administrators - post-secondary education and vocational training,1,0,0,1,1,1,0,0
Manitoba,0433,Commissioned officers of the Canadian Forces,0,0,0,1,0,0,0,0
Manitoba,0601,Corporate sales managers,1,0,1,0,1,1,0,1
Manitoba,0621,Retail and wholesale trade managers,1,0,2,6,7,4,10,6
Manitoba,0631,Restaurant and food service managers,1,0,6,7,4,3,11,26
Manitoba,0632,Accommodation service managers,0,2,2,3,0,1,5,4
Manitoba,0651,"Managers in customer and personal services, n.e.c.",0,1,0,4,1,1,1,1
Manitoba,0711,Construction managers,1,1,0,2,0,2,1,1
Manitoba,0712,Home building and renovation managers,1,0,0,0,0,0,0,0
Manitoba,0714,Facility operation and maintenance managers,0,0,0,1,0,2,0,0
Manitoba,0731,Managers in transportation,0,1,0,2,0,0,1,0
Manitoba,0811,Managers in natural resources production and fishing,0,1,0,0,0,0,0,0
Manitoba,0821,Managers in agriculture,7,1,1,1,1,1,2,6
Manitoba,0822,Managers in horticulture,0,0,0,0,0,0,1,2
Manitoba,0911,Manufacturing managers,0,0,0,0,0,0,1,1
Manitoba,1111,Financial auditors and accountants,0,0,0,0,0,0,1,1
Manitoba,1112,Financial and investment analysts,0,0,0,1,0,0,0,1
Manitoba,1121,Human resources professionals,0,0,0,0,0,0,0,1
Manitoba,1123,"Professional occupations in advertising, marketing and public relations",1,0,1,0,2,1,10,11
Manitoba,1211,"Supervisors, general office and administrative support workers",0,0,0,0,0,0,1,3
Manitoba,1212,"Supervisors, finance and insurance office workers",0,0,0,0,0,0,0,2
Manitoba,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",8,5,2,5,4,6,17,20
Manitoba,1221,Administrative officers,0,2,4,10,11,14,49,78
Manitoba,1222,Executive assistants,0,0,0,0,0,1,0,1
Manitoba,1223,Human resources and recruitment officers,0,0,0,0,0,1,0,2
Manitoba,1224,Property administrators,0,0,0,0,0,0,1,2
Manitoba,1225,Purchasing agents and officers,0,0,0,0,0,0,0,1
Manitoba,1226,Conference and event planners,0,0,1,1,0,0,0,0
Manitoba,1241,Administrative assistants,0,0,2,2,5,10,55,114
Manitoba,1242,Legal administrative assistants,0,0,0,0,0,1,1,0
Manitoba,1243,Medical administrative assistants,0,0,0,0,0,1,1,2
Manitoba,1311,Accounting technicians and bookkeepers,1,2,4,5,5,12,38,82
Manitoba,1411,General office support workers,0,0,0,0,0,0,3,6
Manitoba,1414,Receptionists,0,0,0,0,1,0,2,5
Manitoba,1415,Personnel clerks,0,0,0,0,0,0,0,1
Manitoba,1431,Accounting and related clerks,0,0,0,0,0,0,1,1
Manitoba,1513,"Couriers, messengers and door-to-door distributors",0,0,0,0,0,0,0,2
Manitoba,1521,Shippers and receivers,0,0,0,0,0,0,0,1
Manitoba,1522,Storekeepers and partspersons,0,0,0,0,0,0,0,4
Manitoba,1523,Production logistics co-ordinators,0,0,0,0,0,0,0,1
Manitoba,1524,Purchasing and inventory control workers,0,0,0,0,0,0,1,0
Manitoba,1525,Dispatchers,0,0,2,7,0,1,14,35
Manitoba,2111,Physicists and astronomers,0,0,1,0,0,0,0,0
Manitoba,2112,Chemists,0,0,0,0,0,1,0,0
Manitoba,2121,Biologists and related scientists,0,0,0,0,0,2,0,0
Manitoba,2132,Mechanical engineers,1,0,1,0,0,0,1,1
Manitoba,2133,Electrical and electronics engineers,1,1,2,2,0,0,0,0
Manitoba,2141,Industrial and manufacturing engineers,1,0,0,0,0,0,0,0
Manitoba,2143,Mining engineers,0,0,0,0,0,0,0,1
Manitoba,2154,Land surveyors,0,0,0,0,0,0,1,0
Manitoba,2161,"Mathematicians, statisticians and actuaries",0,0,0,0,0,0,0,1
Manitoba,2171,Information systems analysts and consultants,0,0,6,5,3,4,6,4
Manitoba,2172,Database analysts and data administrators,0,0,2,0,1,0,2,0
Manitoba,2173,Software engineers and designers,0,6,67,3,5,20,20,5
Manitoba,2174,Computer programmers and interactive media developers,3,5,6,12,11,21,28,15
Manitoba,2175,Web designers and developers,0,1,0,2,4,4,8,4
Manitoba,2211,Chemical technologists and technicians,0,1,0,0,0,0,0,0
Manitoba,2221,Biological technologists and technicians,0,0,1,0,0,0,0,0
Manitoba,2231,Civil engineering technologists and technicians,0,0,0,0,0,0,1,0
Manitoba,2232,Mechanical engineering technologists and technicians,1,0,0,0,0,0,1,1
Manitoba,2233,Industrial engineering and manufacturing technologists and technicians,0,0,0,0,0,0,1,0
Manitoba,2234,Construction estimators,0,1,0,0,0,0,0,0
Manitoba,2241,Electrical and electronics engineering technologists and technicians,0,1,0,1,0,0,0,2
Manitoba,2242,Electronic service technicians (household and business equipment),0,1,0,1,1,1,2,3
Manitoba,2243,Industrial instrument technicians and mechanics,6,13,2,6,0,0,0,1
Manitoba,2251,Architectural technologists and technicians,1,0,0,0,0,0,2,1
Manitoba,2253,Drafting technologists and technicians,0,0,0,0,0,2,0,1
Manitoba,2254,Land survey technologists and technicians,1,0,1,0,0,0,0,0
Manitoba,2262,Engineering inspectors and regulatory officers,1,1,0,0,0,0,0,0
Manitoba,2271,"Air pilots, flight engineers and flying instructors",7,9,10,9,10,8,12,8
Manitoba,2281,Computer network technicians,0,0,0,0,2,1,2,1
Manitoba,2282,User support technicians,0,0,0,0,2,1,0,3
Manitoba,2283,Information systems testing technicians,0,0,0,3,1,0,1,2
Manitoba,3012,Registered nurses and registered psychiatric nurses,5,0,0,0,0,0,0,0
Manitoba,3111,Specialist physicians,11,13,2,8,1,9,6,12
Manitoba,3112,General practitioners and family physicians,6,9,5,5,11,11,14,19
Manitoba,3113,Dentists,1,0,0,1,0,0,0,0
Manitoba,3114,Veterinarians,0,1,0,0,0,5,4,8
Manitoba,3125,Other professional occupations in health diagnosing and treating,0,0,0,0,0,1,1,1
Manitoba,3144,Other professional occupations in therapy and assessment,0,0,0,2,0,1,0,0
Manitoba,3213,Animal health technologists and veterinary technicians,0,1,0,0,0,0,0,0
Manitoba,3215,Medical radiation technologists,0,0,0,0,0,0,0,5
Manitoba,3217,"Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",0,0,0,0,0,0,1,2
Manitoba,3219,Other medical technologists and technicians (except dental health),1,0,0,0,0,1,0,0
Manitoba,3223,"Dental technologists, technicians and laboratory assistants",0,0,1,0,0,2,2,1
Manitoba,3232,Practitioners of natural healing,0,0,0,0,0,0,1,1
Manitoba,3233,Licensed practical nurses,3,0,1,1,0,0,0,1
Manitoba,3236,Massage therapists,0,0,0,0,0,0,0,1
Manitoba,3413,"Nurse aides, orderlies and patient service associates",0,0,0,0,0,1,6,0
Manitoba,3414,Other assisting occupations in support of health services,0,0,0,0,0,0,0,4
Manitoba,4011,University professors and lecturers,5,8,8,11,12,21,15,14
Manitoba,4012,Post-secondary teaching and research assistants,0,0,0,0,2,1,3,0
Manitoba,4021,College and other vocational instructors,27,16,18,13,5,0,0,0
Manitoba,4031,Secondary school teachers,0,0,1,0,0,1,4,2
Manitoba,4032,Elementary school and kindergarten teachers,0,0,0,1,1,1,0,4
Manitoba,4153,"Family, marriage and other related counsellors",0,0,1,0,0,0,0,0
Manitoba,4154,Professional occupations in religion,0,1,0,0,0,0,0,0
Manitoba,4163,Business development officers and marketing researchers and consultants,0,0,0,0,0,0,0,3
Manitoba,4164,"Social policy researchers, consultants and program officers",0,0,0,1,0,0,0,0
Manitoba,4165,"Health policy researchers, consultants and program officers",1,0,0,0,0,0,0,0
Manitoba,4166,"Education policy researchers, consultants and program officers",0,0,0,0,0,0,0,1
Manitoba,4211,Paralegal and related occupations,0,0,1,1,0,0,1,3
Manitoba,4212,Social and community service workers,0,0,1,0,0,0,0,0
Manitoba,4214,Early childhood educators and assistants,0,0,0,3,5,3,2,12
Manitoba,4215,Instructors of persons with disabilities,3,2,0,1,0,0,0,0
Manitoba,4411,Home child care providers,17,18,26,34,12,18,5,8
Manitoba,4412,"Home support workers, housekeepers and related occupations",4,3,5,7,1,2,2,7
Manitoba,4413,Elementary and secondary school teacher assistants,0,0,0,0,0,0,4,0
Manitoba,5112,Conservators and curators,0,1,0,0,0,0,0,0
Manitoba,5121,Authors and writers,0,0,0,1,0,0,0,0
Manitoba,5122,Editors,0,0,0,0,0,2,1,0
Manitoba,5131,"Producers, directors, choreographers and related occupations",7,1,1,1,0,0,0,0
Manitoba,5133,Musicians and singers,0,0,0,0,0,0,0,2
Manitoba,5134,Dancers,0,0,0,0,0,0,1,0
Manitoba,5135,Actors and comedians,10,0,0,0,0,0,0,0
Manitoba,5221,Photographers,0,0,0,0,0,1,0,1
Manitoba,5222,Film and video camera operators,0,1,0,0,0,0,0,0
Manitoba,5225,Audio and video recording technicians,0,0,0,0,0,1,1,0
Manitoba,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",1,0,33,1,0,0,0,0
Manitoba,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",0,5,1,0,0,0,0,0
Manitoba,5231,Announcers and other broadcasters,0,0,0,1,0,0,0,0
